text,shares,likes,comments,label
Sample news article content 3302. This is synthetic text for training.,255,1832,94,FAKE
Sample news article content 3303. This is synthetic text for training.,1007,8600,1779,FAKE
Sample news article content 3304. This is synthetic text for training.,1755,6505,958,REAL
Sample news article content 3305. This is synthetic text for training.,2571,7170,1130,FAKE
Sample news article content 3306. This is synthetic text for training.,3908,4179,1413,REAL
Sample news article content 3307. This is synthetic text for training.,2997,6299,1783,FAKE
Sample news article content 3308. This is synthetic text for training.,2803,7830,1549,FAKE
Sample news article content 3309. This is synthetic text for training.,3765,4802,1696,REAL
Sample news article content 3310. This is synthetic text for training.,4379,6057,70,FAKE
Sample news article content 3311. This is synthetic text for training.,3383,6615,663,FAKE
Sample news article content 3312. This is synthetic text for training.,98,6762,968,FAKE
Sample news article content 3313. This is synthetic text for training.,196,5543,586,FAKE
Sample news article content 3314. This is synthetic text for training.,2529,8325,1399,FAKE
Sample news article content 3315. This is synthetic text for training.,877,4883,726,FAKE
Sample news article content 3316. This is synthetic text for training.,1868,7050,367,REAL
Sample news article content 3317. This is synthetic text for training.,2665,4959,50,REAL
Sample news article content 3318. This is synthetic text for training.,1388,666,1921,FAKE
Sample news article content 3319. This is synthetic text for training.,2415,276,1166,REAL
Sample news article content 3320. This is synthetic text for training.,569,881,1442,REAL
Sample news article content 3321. This is synthetic text for training.,2637,2060,1571,REAL
Sample news article content 3322. This is synthetic text for training.,1065,2082,1523,FAKE
Sample news article content 3323. This is synthetic text for training.,421,6702,1909,REAL
Sample news article content 3324. This is synthetic text for training.,2883,9429,987,FAKE
Sample news article content 3325. This is synthetic text for training.,1204,158,1190,REAL
Sample news article content 3326. This is synthetic text for training.,544,5229,1771,FAKE
Sample news article content 3327. This is synthetic text for training.,4166,7956,259,FAKE
Sample news article content 3328. This is synthetic text for training.,3639,7514,1215,REAL
Sample news article content 3329. This is synthetic text for training.,1223,7803,1225,REAL
Sample news article content 3330. This is synthetic text for training.,3172,2526,1797,FAKE
Sample news article content 3331. This is synthetic text for training.,767,8302,1208,REAL
Sample news article content 3332. This is synthetic text for training.,3657,7803,157,REAL
Sample news article content 3333. This is synthetic text for training.,654,6574,1781,REAL
Sample news article content 3334. This is synthetic text for training.,2446,8733,1645,FAKE
Sample news article content 3335. This is synthetic text for training.,220,1138,98,FAKE
Sample news article content 3336. This is synthetic text for training.,3666,7257,240,REAL
Sample news article content 3337. This is synthetic text for training.,4277,3283,1514,REAL
Sample news article content 3338. This is synthetic text for training.,4402,7762,201,REAL
Sample news article content 3339. This is synthetic text for training.,2569,7896,633,FAKE
Sample news article content 3340. This is synthetic text for training.,1013,2419,1532,FAKE
Sample news article content 3341. This is synthetic text for training.,2051,1756,1652,REAL
Sample news article content 3342. This is synthetic text for training.,3985,2306,1119,REAL
Sample news article content 3343. This is synthetic text for training.,4943,7630,745,REAL
Sample news article content 3344. This is synthetic text for training.,4899,6263,489,REAL
Sample news article content 3345. This is synthetic text for training.,4310,9167,578,REAL
Sample news article content 3346. This is synthetic text for training.,3019,5008,1911,REAL
Sample news article content 3347. This is synthetic text for training.,3681,5247,1241,FAKE
Sample news article content 3348. This is synthetic text for training.,1443,8914,526,REAL
Sample news article content 3349. This is synthetic text for training.,4196,2570,272,FAKE
Sample news article content 3350. This is synthetic text for training.,3010,5807,1242,REAL
Sample news article content 3351. This is synthetic text for training.,572,7812,785,REAL
Sample news article content 3352. This is synthetic text for training.,1332,324,1906,FAKE
Sample news article content 3353. This is synthetic text for training.,4753,7487,1682,FAKE
Sample news article content 3354. This is synthetic text for training.,4002,9721,1355,FAKE
Sample news article content 3355. This is synthetic text for training.,3134,5645,1879,FAKE
Sample news article content 3356. This is synthetic text for training.,4086,1945,452,REAL
Sample news article content 3357. This is synthetic text for training.,225,4486,1175,FAKE
Sample news article content 3358. This is synthetic text for training.,4200,2430,346,REAL
Sample news article content 3359. This is synthetic text for training.,1997,3510,815,FAKE
Sample news article content 3360. This is synthetic text for training.,771,845,413,REAL
Sample news article content 3361. This is synthetic text for training.,4524,567,1550,REAL
Sample news article content 3362. This is synthetic text for training.,433,2179,430,REAL
Sample news article content 3363. This is synthetic text for training.,3099,2019,378,REAL
Sample news article content 3364. This is synthetic text for training.,2729,3319,997,REAL
Sample news article content 3365. This is synthetic text for training.,3407,2320,894,REAL
Sample news article content 3366. This is synthetic text for training.,3140,1646,427,FAKE
Sample news article content 3367. This is synthetic text for training.,865,3909,1889,REAL
Sample news article content 3368. This is synthetic text for training.,2793,8015,1946,FAKE
Sample news article content 3369. This is synthetic text for training.,2911,3420,1107,FAKE
Sample news article content 3370. This is synthetic text for training.,2415,356,191,REAL
Sample news article content 3371. This is synthetic text for training.,250,7485,40,FAKE
Sample news article content 3372. This is synthetic text for training.,4951,3081,1887,REAL
Sample news article content 3373. This is synthetic text for training.,3757,2280,1859,FAKE
Sample news article content 3374. This is synthetic text for training.,4656,4131,1796,REAL
Sample news article content 3375. This is synthetic text for training.,918,5123,1332,FAKE
Sample news article content 3376. This is synthetic text for training.,1173,7422,1401,REAL
Sample news article content 3377. This is synthetic text for training.,3203,2787,135,REAL
Sample news article content 3378. This is synthetic text for training.,432,4209,1813,REAL
Sample news article content 3379. This is synthetic text for training.,835,6540,105,REAL
Sample news article content 3380. This is synthetic text for training.,2246,9389,518,FAKE
Sample news article content 3381. This is synthetic text for training.,2262,9470,1941,REAL
Sample news article content 3382. This is synthetic text for training.,897,465,813,FAKE
Sample news article content 3383. This is synthetic text for training.,3632,1487,1565,FAKE
Sample news article content 3384. This is synthetic text for training.,4567,4942,125,FAKE
Sample news article content 3385. This is synthetic text for training.,3815,4597,1380,REAL
Sample news article content 3386. This is synthetic text for training.,246,4536,399,FAKE
